192.168.100.1 - - [04/Aug/2025:01:18:47 +0000] "GET /? HTTP/1.1" 200 35273 "http://dudu213.duckdns.org:15000/?" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/123.0.6312.52 Mobile/15E148 Safari/604.1" 0.059352
192.168.100.1 - - [04/Aug/2025:01:18:47 +0000] "GET /favicon.ico HTTP/1.1" 404 207 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/123.0.6312.52 Mobile/15E148 Safari/604.1" 0.009186
192.168.100.1 - - [04/Aug/2025:01:18:55 +0000] "GET /api/subscriptions HTTP/1.1" 200 11533 "http://dudu213.duckdns.org:15000/?" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/123.0.6312.52 Mobile/15E148 Safari/604.1" 0.348679
192.168.100.1 - - [04/Aug/2025:01:19:50 +0000] "POST /search HTTP/1.1" 500 0 "-" "-" 0.081321
192.168.100.1 - - [04/Aug/2025:10:29:50 +0000] "GET / HTTP/1.1" 200 35273 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/123.0.6312.52 Mobile/15E148 Safari/604.1" 0.034855
192.168.100.1 - - [04/Aug/2025:10:29:51 +0000] "POST /api/trigger-subscription-check HTTP/1.1" 200 162 "http://dudu213.duckdns.org:15000/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/123.0.6312.52 Mobile/15E148 Safari/604.1" 0.013028
192.168.100.1 - - [04/Aug/2025:11:59:17 +0000] "GET /favicon.ico HTTP/1.1" 404 207 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/123.0.6312.52 Mobile/15E148 Safari/604.1" 0.043528
192.168.100.1 - - [04/Aug/2025:12:41:15 +0000] "GET /favicon.ico HTTP/1.1" 404 207 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/123.0.6312.52 Mobile/15E148 Safari/604.1" 0.603227
192.168.100.1 - - [04/Aug/2025:12:44:09 +0000] "GET /api/subscriptions HTTP/1.1" 200 11615 "http://dudu213.duckdns.org:15000/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/123.0.6312.52 Mobile/15E148 Safari/604.1" 0.615088
192.168.100.1 - - [04/Aug/2025:12:44:20 +0000] "POST /api/trigger-subscription-check HTTP/1.1" 200 162 "http://dudu213.duckdns.org:15000/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/123.0.6312.52 Mobile/15E148 Safari/604.1" 0.055829
192.168.100.1 - - [04/Aug/2025:12:44:28 +0000] "GET /subscriptions HTTP/1.1" 200 33581 "http://dudu213.duckdns.org:15000/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/123.0.6312.52 Mobile/15E148 Safari/604.1" 0.787893
192.168.100.1 - - [04/Aug/2025:12:44:29 +0000] "GET /subscriptions HTTP/1.1" 200 33581 "http://dudu213.duckdns.org:15000/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/123.0.6312.52 Mobile/15E148 Safari/604.1" 0.392267
192.168.100.1 - - [04/Aug/2025:12:44:29 +0000] "GET /api/subscriptions HTTP/1.1" 200 11615 "http://dudu213.duckdns.org:15000/subscriptions" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/123.0.6312.52 Mobile/15E148 Safari/604.1" 0.116440
192.168.100.1 - - [04/Aug/2025:12:44:31 +0000] "GET /api/subscription-movies/s6m HTTP/1.1" 200 10479 "http://dudu213.duckdns.org:15000/subscriptions" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/123.0.6312.52 Mobile/15E148 Safari/604.1" 0.622999
192.168.100.1 - - [04/Aug/2025:12:44:32 +0000] "GET /proxy-image?url=https://www.javbus.com/pics/thumb/7u7f.jpg HTTP/1.1" 200 15192 "http://dudu213.duckdns.org:15000/subscriptions" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/123.0.6312.52 Mobile/15E148 Safari/604.1" 0.696895
192.168.100.1 - - [04/Aug/2025:12:44:32 +0000] "GET /proxy-image?url=https://www.javbus.com/pics/thumb/8jn5.jpg HTTP/1.1" 200 17510 "http://dudu213.duckdns.org:15000/subscriptions" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/123.0.6312.52 Mobile/15E148 Safari/604.1" 0.879222
192.168.100.1 - - [04/Aug/2025:12:44:32 +0000] "GET /proxy-image?url=https://www.javbus.com/pics/thumb/8i31.jpg HTTP/1.1" 200 14153 "http://dudu213.duckdns.org:15000/subscriptions" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/123.0.6312.52 Mobile/15E148 Safari/604.1" 1.148552
192.168.100.1 - - [04/Aug/2025:12:44:32 +0000] "GET /proxy-image?url=https://www.javbus.com/pics/thumb/84ft.jpg HTTP/1.1" 200 14376 "http://dudu213.duckdns.org:15000/subscriptions" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/123.0.6312.52 Mobile/15E148 Safari/604.1" 1.189326
192.168.100.1 - - [04/Aug/2025:12:44:33 +0000] "GET /proxy-image?url=https://www.javbus.com/pics/thumb/7wtn.jpg HTTP/1.1" 200 14256 "http://dudu213.duckdns.org:15000/subscriptions" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/123.0.6312.52 Mobile/15E148 Safari/604.1" 0.440895
192.168.100.1 - - [04/Aug/2025:12:44:33 +0000] "GET /proxy-image?url=https://www.javbus.com/pics/thumb/8qxo.jpg HTTP/1.1" 200 17091 "http://dudu213.duckdns.org:15000/subscriptions" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/123.0.6312.52 Mobile/15E148 Safari/604.1" 0.177015
192.168.100.1 - - [04/Aug/2025:12:44:33 +0000] "GET /proxy-image?url=https://www.javbus.com/pics/thumb/8smw.jpg HTTP/1.1" 200 15506 "http://dudu213.duckdns.org:15000/subscriptions" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/123.0.6312.52 Mobile/15E148 Safari/604.1" 0.163724
